66,,1
47,,
51,,
48,,
47,,
56,,
60,,
63,,
61,,
70,,
67,,
61,,
57,,
54,,
47,,
54,,
61,,
38,,
47,,
30,,
43,,
43,,
35,,
34,,
8,,
26,,
30,,
35,,
34,,
34,,
29,,
30,,
38,,
23,,
11,,
11,,
11,,
17,,
37,,
26,,
27,,
21,,
23,,
20,,
30,,
41,,
44,,
66,,
63,,
44,,
30,,
20,,
10,,
34,,
43,,
50,,
50,,
47,,
37,,
35,,
34,,
21,,
23,,
26,,
43,,
38,,
56,,
53,,
50,,
66,,
63,,
63,,
41,,
35,,
17,,
23,,
44,,
53,,
64,,
61,,
77,,
61,,
61,,
54,,
37,,
43,,
43,,
38,,
41,,
35,,
35,,
40,,
29,,
37,,
30,,
29,,
26,,
34,,
27,,
40,,
51,,
56,,
56,,
41,,
30,,
7,,
4,,
11,,
13,,
30,,
43,,
44,,
44,,
51,,
47,,
43,,
44,,
34,,
44,,
60,,
66,,
81,,
90,,
80,,
60,,
38,,
20,,
13,,
17,,
23,,
35,,
50,,
63,,
75,,
66,,
66,,
64,,
64,,
57,,
44,,
40,,
27,,
27,,
27,,
21,,
34,,
27,,
41,,
54,,
54,,
70,,
66,,
48,,
37,,
23,,
16,,
21,,
24,,
34,,
44,,
50,,
41,,
29,,
20,,
21,,
29,,
34,,
27,,
11,,
16,,
24,,
35,,
44,,
35,,
43,,
17,,
20,,
20,,
17,,
40,,
44,,
51,,
48,,
44,,
51,,
54,,
50,,
51,,
37,,
37,,
40,,
34,,
37,,
41,,
47,,
48,,
38,,
11,,
1,,
1,,
14,,
17,,
16,,
16,,
10,,
21,,
37,,
47,,
50,,
56,,
70,,
74,,
63,,
70,,
57,,
56,,
53,,
54,,
63,,
54,,
57,,
51,,
48,,
51,,
57,,
47,,
47,,
38,,
48,,
41,,
35,,
47,,
47,,
56,,
63,,
61,,
63,,
69,,
63,,
56,,
60,,
54,,
63,,
74,,
61,,
70,,
66,,
48,,
48,,
40,,
27,,
40,,
51,,
47,,
40,,
41,,
37,,
21,,
27,,
27,,
29,,
41,,
64,,
74,,
53,,
64,,
43,,
23,,
37,,
40,,
61,,
81,,
78,,
67,,
56,,
50,,
44,,
35,,
34,,
37,,
41,,
44,,
30,,
14,,
13,,
24,,
23,,
27,,
27,,
16,,
23,,
27,,
24,,
26,,
27,,
30,,
27,,
43,,
56,,
50,,
60,,
60,,
69,,
70,,
78,,
67,,
54,,
54,,
51,,
43,,
24,,
26,,
13,,
29,,
51,,
48,,
57,,
51,,
37,,
43,,
38,,
29,,
34,,
24,,
24,,
35,,
29,,
23,,
29,,
17,,
14,,
14,,
4,,
8,,
13,,
35,,
53,,
44,,
51,,
38,,
21,,
38,,
30,,
34,,
35,,
30,,
29,,
29,,
44,,
48,,
63,,
64,,
37,,
37,,
26,,
27,,
47,,
47,,
51,,
47,,
40,,
41,,
29,,
26,,
20,,
24,,
38,,
26,,
24,,
8,,
17,,
29,,
43,,
61,,
51,,
74,,
77,,
57,,
54,,
29,,
38,,
50,,
50,,
70,,
66,,
57,,
57,,
50,,
51,,
53,,
54,,
47,,
38,,
34,,
34,,
38,,
51,,
40,,
44,,
43,,
38,,
48,,
38,,
34,,
29,,
30,,
41,,
38,,
27,,
40,,
30,,
38,,
44,,
41,,
38,,
54,,
74,,
69,,
70,,
64,,
44,,
56,,
60,,
50,,
47,,
26,,
17,,
13,,
16,,
10,,
14,,
23,,
20,,
38,,
44,,
37,,
50,,
29,,
26,,
30,,
34,,
47,,
50,,
56,,
44,,
30,,
21,,
20,,
34,,
41,,
51,,
48,,
41,,
43,,
48,,
51,,
54,,
56,,
63,,
67,,
60,,
78,,
67,,
50,,
57,,
50,,
60,,
66,,
63,,
69,,
61,,
74,,
78,,
64,,
53,,
41,,
40,,
43,,
53,,
57,,
50,,
48,,
44,,
44,,
50,,
38,,
37,,
40,,
44,,
54,,
54,,
38,,
35,,
30,,
40,,
30,,
24,,
35,,
38,,
63,,
70,,
74,,
66,,
66,,
56,,
53,,
53,,
26,,
35,,
20,,
17,,
38,,
44,,
54,,
56,,
53,,
48,,
56,,
56,,
63,,
57,,
60,,
66,,
53,,
41,,
30,,
24,,
26,,
35,,
23,,
34,,
26,,
26,,
43,,
37,,
54,,
50,,
53,,
43,,
41,,
44,,
40,,
53,,
54,,
69,,
64,,
60,,
50,,
34,,
35,,
30,,
30,,
41,,
41,,
35,,
40,,
38,,
37,,
48,,
40,,
50,,
54,,
43,,
48,,
34,,
43,,
51,,
50,,
63,,
34,,
43,,
47,,
40,,
50,,
43,,
40,,
27,,
41,,
38,,
29,,
27,,
16,,
24,,
16,,
11,,
30,,
23,,
40,,
64,,
61,,
57,,
75,,
69,,
63,,
61,,
53,,
60,,
64,,
70,,
56,,
41,,
20,,
10,,
8,,
17,,
30,,
43,,
47,,
34,,
41,,
43,,
51,,
50,,
48,,
40,,
43,,
47,,
27,,
17,,
14,,
17,,
27,,
48,,
54,,
51,,
43,,
38,,
35,,
43,,
57,,
64,,
64,,
57,,
34,,
24,,
35,,
26,,
51,,
51,,
35,,
37,,
35,,
26,,
13,,
21,,
11,,
17,,
30,,
34,,
26,,
17,,
13,,
11,,
10,,
27,,
34,,
29,,
34,,
27,,
26,,
20,,
26,,
29,,
30,,
41,,
51,,
54,,
56,,
47,,
30,,
34,,
23,,
41,,
37,,
34,,
53,,
50,,
47,,
