47:13.0,00:00.0,100,1,78,66,72,904947,57342,8331,25738,90438,23568,15962,4082
47:14.0,00:00.0,100,2,61,70,65,387147,11521,7260,2671,4564,1716,403,336
47:15.0,00:00.0,100,2,53,67,60,108062,28280,12167,13413,11286,7642,3029,1240
47:16.0,00:00.0,100,2,47,74,60,151935,4741,1443,5788,1203,1118,404,335
47:17.0,00:00.0,100,2,41,75,58,1292010,46711,14776,2274,13061,9693,3521,1627
47:18.0,00:00.0,100,2,44,66,55,168682,75633,10257,9999,6000,10383,3322,1545
47:19.0,00:00.0,100,2,30,54,42,452982,866568,67050,68128,41774,29154,8914,4836
47:20.0,00:00.0,100,2,30,50,40,934515,253917,83283,152958,90560,51657,24187,5098
47:21.0,00:00.0,100,2,27,48,37,1830615,354342,39411,60808,67421,38401,19696,9742
47:22.0,00:00.0,100,2,29,44,36,968194,307781,12284,44357,49945,54108,24778,7786
47:23.0,00:00.0,100,2,50,51,50,1244745,89095,28970,24364,19278,48205,7254,7493
47:24.0,00:00.0,100,2,48,43,45,596432,248773,35353,25825,48958,25345,10835,9839
47:25.0,00:00.0,100,2,60,51,55,50110,41667,14298,55411,44585,32879,9058,4074
47:26.0,00:00.0,100,2,61,69,65,391870,91694,62634,153804,51675,57404,22205,3159
47:27.0,00:00.0,87,4,61,69,65,2037098,64602,26943,6600,5965,10092,3968,1014
47:28.0,00:00.0,100,4,41,63,52,784618,303868,26411,23383,9951,10447,6286,4223
47:29.0,00:00.0,87,2,41,63,52,154328,20635,1044,2294,1574,1650,412,128
47:30.0,00:00.0,87,2,41,63,52,699083,75752,45035,18071,9171,4522,2321,2093
47:31.0,00:00.0,87,2,41,63,52,2281607,832707,70667,59292,73662,28467,25923,24840
47:32.0,00:00.0,100,2,56,69,62,42783,34362,15671,29678,39017,33335,9670,9918
47:33.0,00:00.0,100,2,57,61,59,44692,57292,12329,15957,28820,32381,7105,5194
47:34.0,00:00.0,100,2,51,57,54,69038,14917,5553,13426,7394,3007,1199,2557
47:35.0,00:00.0,100,2,61,66,63,105497,25087,4864,9014,3065,3900,2362,2387
47:36.0,00:00.0,100,2,44,69,56,123716,30541,17358,4099,1594,3726,1191,658
47:37.0,00:00.0,100,2,37,81,59,35854,21275,10433,27801,9175,7325,4756,3032
47:38.0,00:00.0,100,2,41,77,59,3776,24681,6357,9454,7047,5872,5655,1512
47:39.0,00:00.0,100,2,40,75,57,1021645,48292,5916,12796,2631,7081,3746,2020
47:40.0,00:00.0,100,2,41,67,54,399683,248474,16724,57461,20773,25743,15344,15943
47:41.0,00:00.0,100,2,41,43,42,1268103,147318,4199,8604,42117,18772,10691,2973
47:42.0,00:00.0,100,2,38,48,43,155133,59932,38923,22921,23969,12370,7524,5357
