'Time','VidTime','Raw Value','Blink','Mark'
2019/10/22 10:45:22.078,07:00:00.078,-6,0,0
2019/10/22 10:45:22.080,07:00:00.080,41,0,0
2019/10/22 10:45:22.082,07:00:00.082,83,0,0
2019/10/22 10:45:22.083,07:00:00.083,72,0,0
2019/10/22 10:45:22.085,07:00:00.085,39,0,0
2019/10/22 10:45:22.087,07:00:00.087,37,0,0
2019/10/22 10:45:22.089,07:00:00.089,50,0,0
2019/10/22 10:45:22.091,07:00:00.091,54,0,0
2019/10/22 10:45:22.093,07:00:00.093,41,0,0
2019/10/22 10:45:22.095,07:00:00.095,18,0,0
2019/10/22 10:45:22.097,07:00:00.097,13,0,0
2019/10/22 10:45:22.099,07:00:00.099,48,0,0
2019/10/22 10:45:22.101,07:00:00.101,83,0,0
2019/10/22 10:45:22.103,07:00:00.103,84,0,0
2019/10/22 10:45:22.105,07:00:00.105,70,0,0
2019/10/22 10:45:22.107,07:00:00.107,58,0,0
2019/10/22 10:45:22.109,07:00:00.109,52,0,0
2019/10/22 10:45:22.111,07:00:00.111,57,0,0
2019/10/22 10:45:22.113,07:00:00.113,73,0,0
2019/10/22 10:45:22.115,07:00:00.115,69,0,0
2019/10/22 10:45:22.117,07:00:00.117,49,0,0
2019/10/22 10:45:22.119,07:00:00.119,25,0,0
2019/10/22 10:45:22.121,07:00:00.121,10,0,0
2019/10/22 10:45:22.123,07:00:00.123,1,0,0
2019/10/22 10:45:22.125,07:00:00.125,-21,0,0
2019/10/22 10:45:22.126,07:00:00.126,-41,0,0
2019/10/22 10:45:22.128,07:00:00.128,-36,0,0
2019/10/22 10:45:22.130,07:00:00.130,-8,0,0
2019/10/22 10:45:22.132,07:00:00.132,9,0,0
2019/10/22 10:45:22.134,07:00:00.134,8,0,0
2019/10/22 10:45:22.136,07:00:00.136,-6,0,0
2019/10/22 10:45:22.138,07:00:00.138,-11,0,0
2019/10/22 10:45:22.140,07:00:00.140,6,0,0
2019/10/22 10:45:22.142,07:00:00.142,22,0,0
2019/10/22 10:45:22.144,07:00:00.144,12,0,0
2019/10/22 10:45:22.146,07:00:00.146,3,0,0
2019/10/22 10:45:22.148,07:00:00.148,10,0,0
2019/10/22 10:45:22.150,07:00:00.150,27,0,0
2019/10/22 10:45:22.152,07:00:00.152,33,0,0
2019/10/22 10:45:22.154,07:00:00.154,34,0,0
2019/10/22 10:45:22.156,07:00:00.156,40,0,0
2019/10/22 10:45:22.158,07:00:00.158,45,0,0
2019/10/22 10:45:22.160,07:00:00.160,59,0,0
2019/10/22 10:45:22.162,07:00:00.162,71,0,0
2019/10/22 10:45:22.164,07:00:00.164,67,0,0
2019/10/22 10:45:22.166,07:00:00.166,80,0,0
2019/10/22 10:45:22.167,07:00:00.167,96,0,0
2019/10/22 10:45:22.169,07:00:00.169,91,0,0
2019/10/22 10:45:22.171,07:00:00.171,61,0,0
2019/10/22 10:45:22.173,07:00:00.173,23,0,0
2019/10/22 10:45:22.175,07:00:00.175,8,0,0
2019/10/22 10:45:22.177,07:00:00.177,24,0,0
2019/10/22 10:45:22.179,07:00:00.179,52,0,0
2019/10/22 10:45:22.181,07:00:00.181,67,0,0
2019/10/22 10:45:22.183,07:00:00.183,48,0,0
2019/10/22 10:45:22.185,07:00:00.185,19,0,0
2019/10/22 10:45:22.187,07:00:00.187,8,0,0
2019/10/22 10:45:22.189,07:00:00.189,20,0,0
2019/10/22 10:45:22.191,07:00:00.191,26,0,0
2019/10/22 10:45:22.193,07:00:00.193,10,0,0
2019/10/22 10:45:22.195,07:00:00.195,13,0,0
2019/10/22 10:45:22.197,07:00:00.197,25,0,0
2019/10/22 10:45:22.199,07:00:00.199,21,0,0
2019/10/22 10:45:22.201,07:00:00.201,17,0,0
2019/10/22 10:45:22.203,07:00:00.203,25,0,0
2019/10/22 10:45:22.205,07:00:00.205,51,0,0
2019/10/22 10:45:22.207,07:00:00.207,68,0,0
2019/10/22 10:45:22.208,07:00:00.208,81,0,0
2019/10/22 10:45:22.210,07:00:00.210,68,0,0
2019/10/22 10:45:22.212,07:00:00.212,33,0,0
2019/10/22 10:45:22.214,07:00:00.214,4,0,0
2019/10/22 10:45:22.216,07:00:00.216,-4,0,0
2019/10/22 10:45:22.218,07:00:00.218,1,0,0
2019/10/22 10:45:22.220,07:00:00.220,-5,0,0
2019/10/22 10:45:22.222,07:00:00.222,-38,0,0
2019/10/22 10:45:22.224,07:00:00.224,-58,0,0
2019/10/22 10:45:22.226,07:00:00.226,-41,0,0
2019/10/22 10:45:22.228,07:00:00.228,-21,0,0
2019/10/22 10:45:22.230,07:00:00.230,-14,0,0
2019/10/22 10:45:22.232,07:00:00.232,-9,0,0
2019/10/22 10:45:22.234,07:00:00.234,-4,0,0
2019/10/22 10:45:22.236,07:00:00.236,8,0,0
2019/10/22 10:45:22.238,07:00:00.238,27,0,0
2019/10/22 10:45:22.240,07:00:00.240,50,0,0
2019/10/22 10:45:22.242,07:00:00.242,75,0,0
2019/10/22 10:45:22.244,07:00:00.244,73,0,0
2019/10/22 10:45:22.246,07:00:00.246,40,0,0
2019/10/22 10:45:22.248,07:00:00.248,17,0,0
2019/10/22 10:45:22.250,07:00:00.250,40,0,0
2019/10/22 10:45:22.251,07:00:00.251,82,0,0
2019/10/22 10:45:22.253,07:00:00.253,83,0,0
2019/10/22 10:45:22.255,07:00:00.255,51,0,0
2019/10/22 10:45:22.257,07:00:00.257,25,0,0
2019/10/22 10:45:22.259,07:00:00.259,33,0,0
2019/10/22 10:45:22.261,07:00:00.261,50,0,0
2019/10/22 10:45:22.263,07:00:00.263,37,0,0
2019/10/22 10:45:22.265,07:00:00.265,10,0,0
2019/10/22 10:45:22.267,07:00:00.267,-7,0,0
2019/10/22 10:45:22.269,07:00:00.269,-6,0,0
2019/10/22 10:45:22.271,07:00:00.271,2,0,0
2019/10/22 10:45:22.273,07:00:00.273,4,0,0
2019/10/22 10:45:22.275,07:00:00.275,7,0,0
2019/10/22 10:45:22.277,07:00:00.277,18,0,0
2019/10/22 10:45:22.279,07:00:00.279,21,0,0
2019/10/22 10:45:22.281,07:00:00.281,-1,0,0
2019/10/22 10:45:22.283,07:00:00.283,-36,0,0
2019/10/22 10:45:22.285,07:00:00.285,-36,0,0
2019/10/22 10:45:22.287,07:00:00.287,6,0,0
2019/10/22 10:45:22.289,07:00:00.289,27,0,0
2019/10/22 10:45:22.291,07:00:00.291,26,0,0
2019/10/22 10:45:22.292,07:00:00.292,5,0,0
2019/10/22 10:45:22.294,07:00:00.294,-4,0,0
2019/10/22 10:45:22.296,07:00:00.296,11,0,0
2019/10/22 10:45:22.298,07:00:00.298,34,0,0
2019/10/22 10:45:22.300,07:00:00.300,60,0,0
2019/10/22 10:45:22.302,07:00:00.302,77,0,0
2019/10/22 10:45:22.304,07:00:00.304,71,0,0
2019/10/22 10:45:22.306,07:00:00.306,69,0,0
2019/10/22 10:45:22.308,07:00:00.308,81,0,0
2019/10/22 10:45:22.310,07:00:00.310,89,0,0
2019/10/22 10:45:22.312,07:00:00.312,83,0,0
2019/10/22 10:45:22.314,07:00:00.314,65,0,0
2019/10/22 10:45:22.316,07:00:00.316,49,0,0
2019/10/22 10:45:22.318,07:00:00.318,48,0,0
2019/10/22 10:45:22.320,07:00:00.320,37,0,0
2019/10/22 10:45:22.322,07:00:00.322,0,0,0
2019/10/22 10:45:22.324,07:00:00.324,-57,0,0
2019/10/22 10:45:22.326,07:00:00.326,-73,0,0
2019/10/22 10:45:22.328,07:00:00.328,-34,0,0
2019/10/22 10:45:22.330,07:00:00.330,23,0,0
2019/10/22 10:45:22.332,07:00:00.332,53,0,0
2019/10/22 10:45:22.333,07:00:00.333,48,0,0
2019/10/22 10:45:22.335,07:00:00.335,56,0,0
2019/10/22 10:45:22.337,07:00:00.337,97,0,0
2019/10/22 10:45:22.339,07:00:00.339,-128,0,0
2019/10/22 10:45:22.341,07:00:00.341,-121,0,0
2019/10/22 10:45:22.343,07:00:00.343,-126,0,0
2019/10/22 10:45:22.345,07:00:00.345,107,0,0
2019/10/22 10:45:22.347,07:00:00.347,89,0,0
2019/10/22 10:45:22.349,07:00:00.349,71,0,0
2019/10/22 10:45:22.351,07:00:00.351,52,0,0
2019/10/22 10:45:22.353,07:00:00.353,54,0,0
2019/10/22 10:45:22.355,07:00:00.355,57,0,0
2019/10/22 10:45:22.357,07:00:00.357,39,0,0
2019/10/22 10:45:22.359,07:00:00.359,22,0,0
2019/10/22 10:45:22.361,07:00:00.361,23,0,0
2019/10/22 10:45:22.363,07:00:00.363,43,0,0
2019/10/22 10:45:22.365,07:00:00.365,69,0,0
2019/10/22 10:45:22.367,07:00:00.367,74,0,0
2019/10/22 10:45:22.369,07:00:00.369,64,0,0
2019/10/22 10:45:22.371,07:00:00.371,53,0,0
2019/10/22 10:45:22.373,07:00:00.373,49,0,0
2019/10/22 10:45:22.375,07:00:00.375,28,0,0
2019/10/22 10:45:22.376,07:00:00.376,17,0,0
2019/10/22 10:45:22.378,07:00:00.378,18,0,0
2019/10/22 10:45:22.380,07:00:00.380,22,0,0
2019/10/22 10:45:22.382,07:00:00.382,19,0,0
2019/10/22 10:45:22.384,07:00:00.384,6,0,0
2019/10/22 10:45:22.386,07:00:00.386,9,0,0
2019/10/22 10:45:22.388,07:00:00.388,34,0,0
2019/10/22 10:45:22.390,07:00:00.390,52,0,0
2019/10/22 10:45:22.392,07:00:00.392,60,0,0
2019/10/22 10:45:22.394,07:00:00.394,74,0,0
2019/10/22 10:45:22.396,07:00:00.396,73,0,0
2019/10/22 10:45:22.398,07:00:00.398,57,0,0
2019/10/22 10:45:22.400,07:00:00.400,45,0,0
2019/10/22 10:45:22.402,07:00:00.402,36,0,0
2019/10/22 10:45:22.404,07:00:00.404,38,0,0
2019/10/22 10:45:22.406,07:00:00.406,39,0,0
2019/10/22 10:45:22.408,07:00:00.408,48,0,0
2019/10/22 10:45:22.410,07:00:00.410,60,0,0
2019/10/22 10:45:22.412,07:00:00.412,61,0,0
2019/10/22 10:45:22.414,07:00:00.414,51,0,0
2019/10/22 10:45:22.416,07:00:00.416,36,0,0
2019/10/22 10:45:22.417,07:00:00.417,38,0,0
2019/10/22 10:45:22.419,07:00:00.419,58,0,0
2019/10/22 10:45:22.421,07:00:00.421,75,0,0
2019/10/22 10:45:22.423,07:00:00.423,59,0,0
2019/10/22 10:45:22.425,07:00:00.425,24,0,0
2019/10/22 10:45:22.427,07:00:00.427,12,0,0
2019/10/22 10:45:22.429,07:00:00.429,25,0,0
2019/10/22 10:45:22.431,07:00:00.431,42,0,0
2019/10/22 10:45:22.433,07:00:00.433,38,0,0
2019/10/22 10:45:22.435,07:00:00.435,17,0,0
2019/10/22 10:45:22.437,07:00:00.437,-8,0,0
2019/10/22 10:45:22.439,07:00:00.439,-22,0,0
2019/10/22 10:45:22.441,07:00:00.441,-9,0,0
2019/10/22 10:45:22.443,07:00:00.443,11,0,0
2019/10/22 10:45:22.445,07:00:00.445,25,0,0
2019/10/22 10:45:22.447,07:00:00.447,25,0,0
2019/10/22 10:45:22.449,07:00:00.449,18,0,0
2019/10/22 10:45:22.451,07:00:00.451,5,0,0
2019/10/22 10:45:22.453,07:00:00.453,-12,0,0
2019/10/22 10:45:22.455,07:00:00.455,-34,0,0
2019/10/22 10:45:22.457,07:00:00.457,-21,0,0
2019/10/22 10:45:22.458,07:00:00.458,19,0,0
2019/10/22 10:45:22.460,07:00:00.460,48,0,0
2019/10/22 10:45:22.462,07:00:00.462,38,0,0
2019/10/22 10:45:22.464,07:00:00.464,9,0,0
2019/10/22 10:45:22.466,07:00:00.466,9,0,0
2019/10/22 10:45:22.468,07:00:00.468,20,0,0
2019/10/22 10:45:22.470,07:00:00.470,21,0,0
2019/10/22 10:45:22.472,07:00:00.472,10,0,0
2019/10/22 10:45:22.474,07:00:00.474,1,0,0
2019/10/22 10:45:22.476,07:00:00.476,3,0,0
2019/10/22 10:45:22.478,07:00:00.478,-11,0,0
2019/10/22 10:45:22.480,07:00:00.480,-27,0,0
2019/10/22 10:45:22.482,07:00:00.482,-12,0,0
2019/10/22 10:45:22.484,07:00:00.484,-10,0,0
2019/10/22 10:45:22.486,07:00:00.486,-24,0,0
2019/10/22 10:45:22.488,07:00:00.488,-18,0,0
2019/10/22 10:45:22.490,07:00:00.490,9,0,0
2019/10/22 10:45:22.492,07:00:00.492,9,0,0
2019/10/22 10:45:22.494,07:00:00.494,-10,0,0
2019/10/22 10:45:22.496,07:00:00.496,-6,0,0
2019/10/22 10:45:22.498,07:00:00.498,26,0,0
2019/10/22 10:45:22.500,07:00:00.500,51,0,0
2019/10/22 10:45:22.501,07:00:00.501,56,0,0
2019/10/22 10:45:22.503,07:00:00.503,54,0,0
2019/10/22 10:45:22.505,07:00:00.505,26,0,0
2019/10/22 10:45:22.507,07:00:00.507,-4,0,0
2019/10/22 10:45:22.509,07:00:00.509,9,0,0
2019/10/22 10:45:22.511,07:00:00.511,24,0,0
2019/10/22 10:45:22.513,07:00:00.513,24,0,0
2019/10/22 10:45:22.515,07:00:00.515,25,0,0
2019/10/22 10:45:22.517,07:00:00.517,45,0,0
2019/10/22 10:45:22.519,07:00:00.519,77,0,0
2019/10/22 10:45:22.521,07:00:00.521,97,0,0
2019/10/22 10:45:22.523,07:00:00.523,82,0,0
2019/10/22 10:45:22.525,07:00:00.525,56,0,0
2019/10/22 10:45:22.527,07:00:00.527,58,0,0
2019/10/22 10:45:22.529,07:00:00.529,75,0,0
2019/10/22 10:45:22.531,07:00:00.531,85,0,0
2019/10/22 10:45:22.533,07:00:00.533,64,0,0
2019/10/22 10:45:22.535,07:00:00.535,16,0,0
2019/10/22 10:45:22.537,07:00:00.537,0,0,0
2019/10/22 10:45:22.539,07:00:00.539,25,0,0
2019/10/22 10:45:22.541,07:00:00.541,65,0,0
2019/10/22 10:45:22.542,07:00:00.542,82,0,0
2019/10/22 10:45:22.544,07:00:00.544,72,0,0
2019/10/22 10:45:22.546,07:00:00.546,67,0,0
2019/10/22 10:45:22.548,07:00:00.548,87,0,0
2019/10/22 10:45:22.550,07:00:00.550,114,0,0
2019/10/22 10:45:22.552,07:00:00.552,-125,0,0
2019/10/22 10:45:22.554,07:00:00.554,100,0,0
2019/10/22 10:45:22.556,07:00:00.556,54,0,0
2019/10/22 10:45:22.558,07:00:00.558,40,0,0
2019/10/22 10:45:22.560,07:00:00.560,42,0,0
2019/10/22 10:45:22.562,07:00:00.562,26,0,0
2019/10/22 10:45:22.564,07:00:00.564,-1,0,0
2019/10/22 10:45:22.566,07:00:00.566,-4,0,0
2019/10/22 10:45:22.568,07:00:00.568,33,0,0
2019/10/22 10:45:22.570,07:00:00.570,70,0,0
2019/10/22 10:45:22.572,07:00:00.572,83,0,0
2019/10/22 10:45:22.574,07:00:00.574,84,0,0
2019/10/22 10:45:22.576,07:00:00.576,80,0,0
2019/10/22 10:45:22.578,07:00:00.578,58,0,0
2019/10/22 10:45:22.580,07:00:00.580,35,0,0
2019/10/22 10:45:22.582,07:00:00.582,18,0,0
2019/10/22 10:45:22.583,07:00:00.583,-1,0,0
2019/10/22 10:45:22.585,07:00:00.585,-23,0,0
2019/10/22 10:45:22.587,07:00:00.587,-10,0,0
2019/10/22 10:45:22.589,07:00:00.589,22,0,0
2019/10/22 10:45:22.591,07:00:00.591,40,0,0
2019/10/22 10:45:22.593,07:00:00.593,33,0,0
2019/10/22 10:45:22.595,07:00:00.595,11,0,0
2019/10/22 10:45:22.597,07:00:00.597,3,0,0
2019/10/22 10:45:22.599,07:00:00.599,18,0,0
2019/10/22 10:45:22.601,07:00:00.601,42,0,0
2019/10/22 10:45:22.603,07:00:00.603,28,0,0
2019/10/22 10:45:22.605,07:00:00.605,-11,0,0
2019/10/22 10:45:22.607,07:00:00.607,-26,0,0
2019/10/22 10:45:22.609,07:00:00.609,-7,0,0
2019/10/22 10:45:22.611,07:00:00.611,17,0,0
2019/10/22 10:45:22.613,07:00:00.613,20,0,0
2019/10/22 10:45:22.615,07:00:00.615,2,0,0
2019/10/22 10:45:22.617,07:00:00.617,-13,0,0
2019/10/22 10:45:22.619,07:00:00.619,-26,0,0
2019/10/22 10:45:22.621,07:00:00.621,-27,0,0
2019/10/22 10:45:22.623,07:00:00.623,-11,0,0
2019/10/22 10:45:22.625,07:00:00.625,9,0,0
2019/10/22 10:45:22.626,07:00:00.626,21,0,0
2019/10/22 10:45:22.628,07:00:00.628,24,0,0
2019/10/22 10:45:22.630,07:00:00.630,16,0,0
2019/10/22 10:45:22.632,07:00:00.632,-6,0,0
2019/10/22 10:45:22.634,07:00:00.634,-26,0,0
2019/10/22 10:45:22.636,07:00:00.636,-25,0,0
2019/10/22 10:45:22.638,07:00:00.638,-13,0,0
2019/10/22 10:45:22.640,07:00:00.640,-8,0,0
2019/10/22 10:45:22.642,07:00:00.642,-9,0,0
2019/10/22 10:45:22.644,07:00:00.644,-19,0,0
2019/10/22 10:45:22.646,07:00:00.646,-25,0,0
2019/10/22 10:45:22.648,07:00:00.648,-34,0,0
2019/10/22 10:45:22.650,07:00:00.650,-18,0,0
2019/10/22 10:45:22.652,07:00:00.652,0,0,0
2019/10/22 10:45:22.654,07:00:00.654,-12,0,0
2019/10/22 10:45:22.656,07:00:00.656,-33,0,0
2019/10/22 10:45:22.658,07:00:00.658,-25,0,0
2019/10/22 10:45:22.660,07:00:00.660,4,0,0
2019/10/22 10:45:22.662,07:00:00.662,50,0,0
2019/10/22 10:45:22.664,07:00:00.664,71,0,0
2019/10/22 10:45:22.666,07:00:00.666,57,0,0
2019/10/22 10:45:22.667,07:00:00.667,50,0,0
2019/10/22 10:45:22.669,07:00:00.669,55,0,0
2019/10/22 10:45:22.671,07:00:00.671,61,0,0
2019/10/22 10:45:22.673,07:00:00.673,74,0,0
2019/10/22 10:45:22.675,07:00:00.675,84,0,0
2019/10/22 10:45:22.677,07:00:00.677,76,0,0
2019/10/22 10:45:22.679,07:00:00.679,68,0,0
2019/10/22 10:45:22.681,07:00:00.681,74,0,0
2019/10/22 10:45:22.683,07:00:00.683,80,0,0
2019/10/22 10:45:22.685,07:00:00.685,69,0,0
2019/10/22 10:45:22.687,07:00:00.687,61,0,0
2019/10/22 10:45:22.689,07:00:00.689,66,0,0
2019/10/22 10:45:22.691,07:00:00.691,67,0,0
2019/10/22 10:45:22.693,07:00:00.693,57,0,0
2019/10/22 10:45:22.695,07:00:00.695,49,0,0
2019/10/22 10:45:22.697,07:00:00.697,33,0,0
2019/10/22 10:45:22.699,07:00:00.699,-3,0,0
2019/10/22 10:45:22.701,07:00:00.701,-18,0,0
2019/10/22 10:45:22.703,07:00:00.703,4,0,0
2019/10/22 10:45:22.705,07:00:00.705,33,0,0
2019/10/22 10:45:22.707,07:00:00.707,45,0,0
2019/10/22 10:45:22.708,07:00:00.708,29,0,0
2019/10/22 10:45:22.710,07:00:00.710,13,0,0
2019/10/22 10:45:22.712,07:00:00.712,37,0,0
2019/10/22 10:45:22.714,07:00:00.714,73,0,0
2019/10/22 10:45:22.716,07:00:00.716,82,0,0
2019/10/22 10:45:22.718,07:00:00.718,52,0,0
2019/10/22 10:45:22.720,07:00:00.720,33,0,0
2019/10/22 10:45:22.722,07:00:00.722,33,0,0
2019/10/22 10:45:22.724,07:00:00.724,34,0,0
2019/10/22 10:45:22.726,07:00:00.726,38,0,0
2019/10/22 10:45:22.728,07:00:00.728,61,0,0
2019/10/22 10:45:22.730,07:00:00.730,84,0,0
2019/10/22 10:45:22.732,07:00:00.732,85,0,0
2019/10/22 10:45:22.734,07:00:00.734,83,0,0
2019/10/22 10:45:22.736,07:00:00.736,89,0,0
2019/10/22 10:45:22.738,07:00:00.738,98,0,0
2019/10/22 10:45:22.740,07:00:00.740,92,0,0
2019/10/22 10:45:22.742,07:00:00.742,66,0,0
2019/10/22 10:45:22.744,07:00:00.744,40,0,0
2019/10/22 10:45:22.746,07:00:00.746,33,0,0
2019/10/22 10:45:22.748,07:00:00.748,4,0,0
2019/10/22 10:45:22.750,07:00:00.750,-24,0,0
2019/10/22 10:45:22.751,07:00:00.751,-23,0,0
2019/10/22 10:45:22.753,07:00:00.753,-11,0,0
2019/10/22 10:45:22.755,07:00:00.755,1,0,0
2019/10/22 10:45:22.757,07:00:00.757,28,0,0
2019/10/22 10:45:22.759,07:00:00.759,51,0,0
2019/10/22 10:45:22.761,07:00:00.761,55,0,0
2019/10/22 10:45:22.763,07:00:00.763,55,0,0
2019/10/22 10:45:22.765,07:00:00.765,54,0,0
2019/10/22 10:45:22.767,07:00:00.767,53,0,0
2019/10/22 10:45:22.769,07:00:00.769,55,0,0
2019/10/22 10:45:22.771,07:00:00.771,60,0,0
2019/10/22 10:45:22.773,07:00:00.773,57,0,0
2019/10/22 10:45:22.775,07:00:00.775,44,0,0
2019/10/22 10:45:22.777,07:00:00.777,48,0,0
2019/10/22 10:45:22.779,07:00:00.779,60,0,0
2019/10/22 10:45:22.781,07:00:00.781,71,0,0
2019/10/22 10:45:22.783,07:00:00.783,67,0,0
2019/10/22 10:45:22.785,07:00:00.785,36,0,0
2019/10/22 10:45:22.787,07:00:00.787,12,0,0
2019/10/22 10:45:22.789,07:00:00.789,21,0,0
2019/10/22 10:45:22.791,07:00:00.791,34,0,0
2019/10/22 10:45:22.792,07:00:00.792,33,0,0
2019/10/22 10:45:22.794,07:00:00.794,24,0,0
2019/10/22 10:45:22.796,07:00:00.796,33,0,0
2019/10/22 10:45:22.798,07:00:00.798,55,0,0
2019/10/22 10:45:22.800,07:00:00.800,80,0,0
2019/10/22 10:45:22.802,07:00:00.802,70,0,0
2019/10/22 10:45:22.804,07:00:00.804,43,0,0
2019/10/22 10:45:22.806,07:00:00.806,40,0,0
2019/10/22 10:45:22.808,07:00:00.808,66,0,0
2019/10/22 10:45:22.810,07:00:00.810,83,0,0
2019/10/22 10:45:22.812,07:00:00.812,61,0,0
2019/10/22 10:45:22.814,07:00:00.814,29,0,0
2019/10/22 10:45:22.816,07:00:00.816,16,0,0
2019/10/22 10:45:22.818,07:00:00.818,21,0,0
2019/10/22 10:45:22.820,07:00:00.820,33,0,0
2019/10/22 10:45:22.822,07:00:00.822,44,0,0
2019/10/22 10:45:22.824,07:00:00.824,50,0,0
2019/10/22 10:45:22.826,07:00:00.826,40,0,0
2019/10/22 10:45:22.828,07:00:00.828,34,0,0
2019/10/22 10:45:22.830,07:00:00.830,34,0,0
2019/10/22 10:45:22.832,07:00:00.832,34,0,0
2019/10/22 10:45:22.833,07:00:00.833,23,0,0
2019/10/22 10:45:22.835,07:00:00.835,10,0,0
2019/10/22 10:45:22.837,07:00:00.837,2,0,0
2019/10/22 10:45:22.839,07:00:00.839,-2,0,0
2019/10/22 10:45:22.841,07:00:00.841,10,0,0
2019/10/22 10:45:22.843,07:00:00.843,39,0,0
2019/10/22 10:45:22.845,07:00:00.845,65,0,0
2019/10/22 10:45:22.847,07:00:00.847,55,0,0
2019/10/22 10:45:22.849,07:00:00.849,43,0,0
2019/10/22 10:45:22.851,07:00:00.851,35,0,0
2019/10/22 10:45:22.853,07:00:00.853,11,0,0
2019/10/22 10:45:22.855,07:00:00.855,20,0,0
2019/10/22 10:45:22.857,07:00:00.857,65,0,0
2019/10/22 10:45:22.859,07:00:00.859,109,0,0
2019/10/22 10:45:22.861,07:00:00.861,117,0,0
2019/10/22 10:45:22.863,07:00:00.863,75,0,0
2019/10/22 10:45:22.865,07:00:00.865,43,0,0
2019/10/22 10:45:22.867,07:00:00.867,52,0,0
2019/10/22 10:45:22.869,07:00:00.869,85,0,0
2019/10/22 10:45:22.871,07:00:00.871,117,0,0
2019/10/22 10:45:22.873,07:00:00.873,107,0,0
2019/10/22 10:45:22.875,07:00:00.875,69,0,0
2019/10/22 10:45:22.876,07:00:00.876,37,0,0
2019/10/22 10:45:22.878,07:00:00.878,38,0,0
2019/10/22 10:45:22.880,07:00:00.880,37,0,0
2019/10/22 10:45:22.882,07:00:00.882,12,0,0
2019/10/22 10:45:22.884,07:00:00.884,-1,0,0
2019/10/22 10:45:22.886,07:00:00.886,17,0,0
2019/10/22 10:45:22.888,07:00:00.888,41,0,0
2019/10/22 10:45:22.890,07:00:00.890,55,0,0
2019/10/22 10:45:22.892,07:00:00.892,53,0,0
2019/10/22 10:45:22.894,07:00:00.894,26,0,0
2019/10/22 10:45:22.896,07:00:00.896,4,0,0
2019/10/22 10:45:22.898,07:00:00.898,16,0,0
2019/10/22 10:45:22.900,07:00:00.900,33,0,0
2019/10/22 10:45:22.902,07:00:00.902,27,0,0
2019/10/22 10:45:22.904,07:00:00.904,3,0,0
2019/10/22 10:45:22.906,07:00:00.906,-22,0,0
2019/10/22 10:45:22.908,07:00:00.908,-26,0,0
2019/10/22 10:45:22.910,07:00:00.910,-13,0,0
2019/10/22 10:45:22.912,07:00:00.912,-10,0,0
2019/10/22 10:45:22.914,07:00:00.914,-23,0,0
2019/10/22 10:45:22.916,07:00:00.916,-33,0,0
2019/10/22 10:45:22.917,07:00:00.917,-29,0,0
2019/10/22 10:45:22.919,07:00:00.919,-13,0,0
2019/10/22 10:45:22.921,07:00:00.921,3,0,0
2019/10/22 10:45:22.923,07:00:00.923,12,0,0
2019/10/22 10:45:22.925,07:00:00.925,23,0,0
2019/10/22 10:45:22.927,07:00:00.927,44,0,0
2019/10/22 10:45:22.929,07:00:00.929,69,0,0
2019/10/22 10:45:22.931,07:00:00.931,82,0,0
2019/10/22 10:45:22.933,07:00:00.933,76,0,0
2019/10/22 10:45:22.935,07:00:00.935,65,0,0
2019/10/22 10:45:22.937,07:00:00.937,75,0,0
2019/10/22 10:45:22.939,07:00:00.939,103,0,0
2019/10/22 10:45:22.941,07:00:00.941,113,0,0
2019/10/22 10:45:22.943,07:00:00.943,92,0,0
2019/10/22 10:45:22.945,07:00:00.945,53,0,0
2019/10/22 10:45:22.947,07:00:00.947,10,0,0
2019/10/22 10:45:22.949,07:00:00.949,-3,0,0
2019/10/22 10:45:22.951,07:00:00.951,3,0,0
2019/10/22 10:45:22.953,07:00:00.953,3,0,0
2019/10/22 10:45:22.955,07:00:00.955,-7,0,0
2019/10/22 10:45:22.957,07:00:00.957,-7,0,0
2019/10/22 10:45:22.958,07:00:00.958,0,0,0
2019/10/22 10:45:22.960,07:00:00.960,19,0,0
2019/10/22 10:45:22.962,07:00:00.962,32,0,0
2019/10/22 10:45:22.964,07:00:00.964,6,0,0
2019/10/22 10:45:22.966,07:00:00.966,-33,0,0
2019/10/22 10:45:22.968,07:00:00.968,-46,0,0
2019/10/22 10:45:22.970,07:00:00.970,-25,0,0
2019/10/22 10:45:22.972,07:00:00.972,12,0,0
2019/10/22 10:45:22.974,07:00:00.974,36,0,0
2019/10/22 10:45:22.976,07:00:00.976,33,0,0
2019/10/22 10:45:22.978,07:00:00.978,23,0,0
2019/10/22 10:45:22.980,07:00:00.980,25,0,0
2019/10/22 10:45:22.982,07:00:00.982,25,0,0
2019/10/22 10:45:22.984,07:00:00.984,2,0,0
2019/10/22 10:45:22.986,07:00:00.986,-19,0,0
2019/10/22 10:45:22.988,07:00:00.988,-9,0,0
2019/10/22 10:45:22.990,07:00:00.990,3,0,0
2019/10/22 10:45:22.992,07:00:00.992,-8,0,0
2019/10/22 10:45:22.994,07:00:00.994,-30,0,0
2019/10/22 10:45:22.996,07:00:00.996,-52,0,0
2019/10/22 10:45:22.998,07:00:00.998,-37,0,0
2019/10/22 10:45:23.000,07:00:01.000,3,0,0
2019/10/22 10:45:23.000,07:00:00.000,3,0,0
2019/10/22 10:45:23.001,07:00:00.001,33,0,0
2019/10/22 10:45:23.003,07:00:00.003,33,0,0
2019/10/22 10:45:23.005,07:00:00.005,32,0,0
2019/10/22 10:45:23.007,07:00:00.007,50,0,0
